w_ex,w_trip,strat_id,psu_id,YEAR,ST,ID_CODE,WAVE,var_id,CLS,wp_int,wp_catch,prim1_common,PARTY,INTSITE,TIME,PRT_CODE,CLS_ID,date,date_time_mrip,w_psu,w_int,ALMACO JACK_claim,ALMACO JACK_release,ATLANTIC SHARPNOSE SHARK_claim,ATLANTIC SHARPNOSE SHARK_release,BANDED RUDDERFISH_claim,BANDED RUDDERFISH_release,BLACK GROUPER_claim,BLACK GROUPER_release,BLACK SEA BASS_claim,BLACK SEA BASS_release,BLACKFIN TUNA_claim,BLACKFIN TUNA_release,BLACKTIP SHARK_claim,BLACKTIP SHARK_release,BLUEFISH_claim,BLUEFISH_release,COBIA_claim,COBIA_release,DOLPHIN_claim,DOLPHIN_release,GAG_claim,GAG_release,GRAY SNAPPER_claim,GRAY SNAPPER_release,GRAY TRIGGERFISH_claim,GRAY TRIGGERFISH_release,GREAT BARRACUDA_claim,GREAT BARRACUDA_release,GREATER AMBERJACK_claim,GREATER AMBERJACK_release,HOGFISH_claim,HOGFISH_release,KING MACKEREL_claim,KING MACKEREL_release,LANE SNAPPER_claim,LANE SNAPPER_release,LEMON SHARK_claim,LEMON SHARK_release,LIONFISH_claim,LIONFISH_release,LITTLE TUNNY_claim,LITTLE TUNNY_release,LITTLEHEAD PORGY_claim,LITTLEHEAD PORGY_release,MUTTON SNAPPER_claim,MUTTON SNAPPER_release,RED DRUM_claim,RED DRUM_release,RED GROUPER_claim,RED GROUPER_release,RED PORGY_claim,RED PORGY_release,RED SNAPPER_claim,RED SNAPPER_release,SAILFISH_claim,SAILFISH_release,SAND SEATROUT_claim,SAND SEATROUT_release,SCAMP_claim,SCAMP_release,SHEEPSHEAD_claim,SHEEPSHEAD_release,SPANISH MACKEREL_claim,SPANISH MACKEREL_release,SPINNER SHARK_claim,SPINNER SHARK_release,SPOTTED SEATROUT_claim,SPOTTED SEATROUT_release,TRIPLETAIL_claim,TRIPLETAIL_release,VERMILION SNAPPER_claim,VERMILION SNAPPER_release,WAHOO_claim,WAHOO_release,WHITE GRUNT_claim,WHITE GRUNT_release,WHITEBONE PORGY_claim,WHITEBONE PORGY_release,YELLOWTAIL SNAPPER_claim,YELLOWTAIL SNAPPER_release,mrip_non_cls_claim,mrip_non_cls_release,wave_year
1,9.489588247314659,2017042815weS:8AM-8PM,201722815157502e7,2017,28,1575020170401001a,2,2017042815weS:8AM-8PM,Y,18.9918383641529,18.9918383641529,NA,6,103,11:40:00,1575020170401001a,206,2017-04-01,2017-04-01T11:40:00Z,4.74479412365733,9.489588247314659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2_2017
1,9.489588247314659,2017042815weS:8AM-8PM,201722815157502e7,2017,28,1575020170401007a,2,2017042815weS:8AM-8PM,NA,18.9918383641529,18.9918383641529,NA,5,103,12:20:00,1575020170401007a,NA,2017-04-01,2017-04-01T12:20:00Z,4.74479412365733,9.489588247314659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2_2017
1,9.157445814546245,2017042815weS:8AM-8PM,201722815157502e7,2017,28,1575020170402001a,2,2017042815weS:8AM-8PM,NA,24.5889592584664,24.5889592584664,NA,3,4254,11:30:00,1575020170402001a,NA,2017-04-02,2017-04-02T11:30:00Z,4.578722907273123,9.157445814546245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2_2017
1,9.157445814546245,2017042815weS:8AM-8PM,201722815157502e7,2017,28,1575020170402004a,2,2017042815weS:8AM-8PM,NA,24.5889592584664,24.5889592584664,NA,2,4254,12:10:00,1575020170402004a,NA,2017-04-02,2017-04-02T12:10:00Z,4.578722907273123,9.157445814546245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_2017
4,3.327169685861732,201705115wdS:8AM-8PM,20173115150172016e4,2017,1,1501720170524001a,3,201705115wdS:8AM-8PM,NA,65.5169987118136,65.5169987118136,NA,4,73,12:30:00,1501720170524001a,NA,2017-05-24,2017-05-24T12:30:00Z,17.691848758566465,13.308678743446928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,56.71571330964277,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170509003a,3,201705115wdS:8AM-8PM,NA,137.25235079009,137.25235079009,SPOTTED SEATROUT,3,115,13:45:00,1571420170509003a,NA,2017-05-09,2017-05-09T13:45:00Z,16.9176299048035,56.71571330964277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3_2017
1,68.0263311826684,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170509008a,3,201705115wdS:8AM-8PM,NA,137.25235079009,137.25235079009,NA,3,115,14:18:00,1571420170509008a,NA,2017-05-09,2017-05-09T14:18:00Z,20.291454123954605,68.0263311826684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3_2017
4,17.968712058206613,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170515001a,3,201705115wdS:8AM-8PM,NA,187.342697758341,187.342697758341,RED DRUM,4,116,11:30:00,1571420170515001a,NA,2017-05-15,2017-05-15T11:30:00Z,17.208900180123354,71.87484823282645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3_2017
4,17.968712058206613,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170515002a,3,201705115wdS:8AM-8PM,NA,187.342697758341,187.342697758341,SPOTTED SEATROUT,4,116,11:50:00,1571420170515002a,NA,2017-05-15,2017-05-15T11:50:00Z,17.208900180123354,71.87484823282645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3_2017
2,17.968712058206613,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170515003a,3,201705115wdS:8AM-8PM,NA,112.276434832212,112.276434832212,NA,4,116,12:00:00,1571420170515003a,NA,2017-05-15,2017-05-15T12:00:00Z,17.208900180123354,35.937424116413226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3_2017
1,17.968712058206613,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170515005a,3,201705115wdS:8AM-8PM,NA,74.7433033691481,74.7433033691481,RED DRUM,1,116,12:03:00,1571420170515005a,NA,2017-05-15,2017-05-15T12:03:00Z,17.208900180123354,17.968712058206613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3_2017
1.4,7.352955135100826,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170515006a,3,201705115wdS:8AM-8PM,Y,61.0087146482491,61.0087146482491,VERMILION SNAPPER,7,116,14:00:00,1571420170515006a,53,2017-05-15,2017-05-15T14:00:00Z,7.0420334267132025,10.294137189141157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,4,3_2017
5,7.352955135100826,201705115wdS:8AM-8PM,2017311515714202e5,2017,1,1571420170515011a,3,201705115wdS:8AM-8PM,Y,152.851066424954,152.851066424954,VERMILION SNAPPER,5,116,16:55:00,1571420170515011a,50,2017-05-15,2017-05-15T16:55:00Z,7.0420334267132025,36.76477567550413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,7,0,3_2017
3,44.18486943353583,201705115wdS:8AM-8PM,20173115157452017e4,2017,1,1574520170531002a,3,201705115wdS:8AM-8PM,NA,314.090870047686,314.090870047686,NA,3,28,11:35:00,1574520170531002a,NA,2017-05-31,2017-05-31T11:35:00Z,16.29968896911265,132.5546083006075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3_2017
1,25.251619012109643,201705115wdS:8AM-8PM,20173115157632018e4,2017,1,1576320170503001a,3,201705115wdS:8AM-8PM,NA,79.3088130436655,79.3088130436655,NA,4,116,12:07:00,1576320170503001a,NA,2017-05-03,2017-05-03T12:07:00Z,16.767467552880056,25.251619012109643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3_2017
1.2,25.251619012109643,201705115wdS:8AM-8PM,20173115157632018e4,2017,1,1576320170503005a,3,201705115wdS:8AM-8PM,Y,68.3145837272521,68.3145837272521,NA,6,116,13:01:00,1576320170503005a,37,2017-05-03,2017-05-03T13:01:00Z,16.767467552880056,30.30194281453157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,176.75014381735113,201705115wdS:8AM-8PM,20173115157632018e4,2017,1,1576320170524001a,3,201705115wdS:8AM-8PM,NA,358.304941378699,358.304941378699,SPOTTED SEATROUT,3,4049,13:05:00,1576320170524001a,NA,2017-05-24,2017-05-24T13:05:00Z,88.02363226699657,176.7501438173511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3_2017
1,41.66111722561939,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170506001a,3,201705115weS:8AM-8PM,NA,55.8361030067114,55.8361030067114,NA,2,56,11:54:00,1503220170506001a,NA,2017-05-06,2017-05-06T11:54:00Z,6.743691571461441,45.30136270497941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3_2017
4,20.629433675301765,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170506003a,3,201705115weS:8AM-8PM,Y,153.17843732342,153.17843732342,NA,4,56,13:06:00,1503220170506003a,22,2017-05-06,2017-05-06T13:06:00Z,6.743691571461441,82.51773470120706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,38.02087174625938,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170506004a,3,201705115weS:8AM-8PM,NA,55.8361030067114,55.8361030067114,NA,3,56,13:30:00,1503220170506004a,NA,2017-05-06,2017-05-06T13:30:00Z,6.743691571461441,38.02087174625938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3_2017
1,33.6687239859593,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170512001a,3,201705115weS:8AM-8PM,NA,48.0885057257173,48.0885057257173,SPOTTED SEATROUT,1,1686,11:44:00,1503220170512001a,NA,2017-05-12,2017-05-12T11:44:00Z,10.090442663148686,33.6687239859593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3_2017
2,22.07443193865423,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170512003a,3,201705115weS:8AM-8PM,NA,66.745019198747,66.745019198747,SPOTTED SEATROUT,4,1686,12:18:00,1503220170512003a,NA,2017-05-12,2017-05-12T12:18:00Z,10.090442663148686,44.14886387730846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3_2017
1,27.33903534437989,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170519001a,3,201705115weS:8AM-8PM,NA,36.820533862175,36.820533862175,SPOTTED SEATROUT,2,116,12:00:00,1503220170519001a,NA,2017-05-19,2017-05-19T12:00:00Z,3.0765822497592836,27.33903534437989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3_2017
1,27.33903534437989,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170519003a,3,201705115weS:8AM-8PM,NA,36.820533862175,36.820533862175,SPOTTED SEATROUT,2,116,12:02:00,1503220170519003a,NA,2017-05-19,2017-05-19T12:02:00Z,3.0765822497592836,27.33903534437989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3_2017
1.5,19.609507312843174,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170519005a,3,201705115weS:8AM-8PM,NA,40.5148046669187,40.5148046669187,RED DRUM,3,116,12:04:00,1503220170519005a,NA,2017-05-19,2017-05-19T12:04:00Z,3.0765822497592836,29.41426096926476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3_2017
2.5,13.4258848876138,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170519007a,3,201705115weS:8AM-8PM,Y,36.9317277459166,36.9317277459166,NA,10,116,12:45:00,1503220170519007a,37,2017-05-19,2017-05-19T12:45:00Z,3.0765822497592836,33.5647122190345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,1,3_2017
1,27.33903534437989,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170519011a,3,201705115weS:8AM-8PM,Y,28.3872847673466,28.3872847673466,NA,7,116,13:00:00,1503220170519011a,6,2017-05-19,2017-05-19T13:00:00Z,3.0765822497592836,27.33903534437989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,28.329053016736275,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170528001a,3,201705115weS:8AM-8PM,Y,29.7460365496088,29.7460365496088,KING MACKEREL,4,1474,12:00:00,1503220170528001a,75,2017-05-28,2017-05-28T12:00:00Z,4.811842688052472,28.329053016736275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
2,16.734760969431193,201705115weS:8AM-8PM,20173115150322018e4,2017,1,1503220170528005a,3,201705115weS:8AM-8PM,Y,36.8010836509177,36.8010836509177,NA,6,1474,12:35:00,1503220170528005a,112,2017-05-28,2017-05-28T12:35:00Z,4.811842688052472,33.469521938862385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3_2017
5,11.713498577404016,201705115weS:8AM-8PM,20173115150982018e4,2017,1,1509820170514001a,3,201705115weS:8AM-8PM,NA,104.81898352388,104.81898352388,NA,5,91,12:30:00,1509820170514001a,NA,2017-05-14,2017-05-14T12:30:00Z,6.812673387103474,58.56749288702008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
2,22.980512427270273,201705115weS:8AM-8PM,20173115150982018e4,2017,1,1509820170514002a,3,201705115weS:8AM-8PM,NA,61.9575029969184,61.9575029969184,KING MACKEREL,2,91,14:55:00,1509820170514002a,NA,2017-05-14,2017-05-14T14:55:00Z,10.962831134425185,45.96102485454055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,34.57480447457535,201705115weS:8AM-8PM,20173115150982018e4,2017,1,1509820170514003a,3,201705115weS:8AM-8PM,NA,47.6703428212644,47.6703428212644,REQUIEM SHARK FAMILY,1,91,15:45:00,1509820170514003a,257,2017-05-14,2017-05-14T15:45:00Z,10.962831134425185,34.57480447457535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,24,0,3_2017
1,115.95755214431138,201705115weS:8AM-8PM,20173115154532018e4,2017,1,1545320170526003a,3,201705115weS:8AM-8PM,Y,150.011949665246,150.011949665246,VERMILION SNAPPER,4,3198,12:39:00,1545320170526003a,136,2017-05-26,2017-05-26T12:39:00Z,42.922940584186165,115.95755214431138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,3_2017
4,29.541676586559195,201705115weS:8AM-8PM,2017311515458202e5,2017,1,1545820170513007a,3,201705115weS:8AM-8PM,Y,79.6652796054463,79.6652796054463,RED DRUM,4,28,18:58:00,1545820170513007a,123,2017-05-13,2017-05-13T18:58:00Z,23.814172438329788,118.16670634623678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_2017
1,87.20181503944673,201705115weS:8AM-8PM,2017311515714202e5,2017,1,1571420170526001a,3,201705115weS:8AM-8PM,NA,143.386931590884,143.386931590884,SPOTTED SEATROUT,1,56,12:05:00,1571420170526001a,NA,2017-05-26,2017-05-26T12:05:00Z,7.704117540751363,87.20181503944673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3_2017
1,87.20181503944673,201705115weS:8AM-8PM,2017311515714202e5,2017,1,1571420170526002a,3,201705115weS:8AM-8PM,Y,110.546079375777,110.546079375777,VERMILION SNAPPER,4,56,13:15:00,1571420170526002a,22,2017-05-26,2017-05-26T13:15:00Z,7.704117540751363,87.20181503944673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,3_2017
1,214.06033032445154,2017051215wdS:8AM-8PM,20173121515647203e5,2017,12,1564720170503001a,3,2017051215wdS:8AM-8PM,NA,119.142283525114,119.142283525114,RED DRUM,2,518,12:22:00,1564720170503001a,NA,2017-05-03,2017-05-03T12:22:00Z,196.7236937271537,214.06033032445154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3_2017
1,4.30248390744121,2017051215wdS:8AM-8PM,20173121515724202e5,2017,12,1572420170508001a,3,2017051215wdS:8AM-8PM,NA,36.2802216402463,36.2802216402463,NA,3,3470,11:16:00,1572420170508001a,NA,2017-05-08,2017-05-08T11:16:00Z,3.9650113487190985,4.30248390744121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3_2017
4,14.868118614411761,2017051215wdS:8AM-8PM,20173121515724202e5,2017,12,1572420170508011a,3,2017051215wdS:8AM-8PM,NA,47.8797380674018,47.8797380674018,NA,4,3470,17:01:00,1572420170508011a,NA,2017-05-08,2017-05-08T17:01:00Z,13.701912734243004,59.472474457647046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2,0,3_2017
1.2,258.62971298510536,2017051215wdS:8AM-8PM,20173121515724202e5,2017,12,1572420170517001a,3,2017051215wdS:8AM-8PM,NA,169.918996039899,169.918996039899,NA,6,693,11:31:00,1572420170517001a,NA,2017-05-17,2017-05-17T11:31:00Z,153.9920781020539,310.3556555821264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,0,0,1,0,0,0,14.399999999999999,4,3_2017
